team_1_name,team_2_name,team_1_avg_kd_ratio,team_2_avg_kd_ratio,team_1_barons_per_game,team_2_barons_per_game,team_1_gold_diff_at_14,team_2_gold_diff_at_14,team_1_overall_winrate,team_2_overall_winrate,team_1_avg_time_per_win,team_2_avg_time_per_win,team_1_dragons_per_game,team_2_dragons_per_game,team_1_first_blood_rate,team_2_first_blood_rate,team_1_first_tower_rate,team_2_first_tower_rate,team_1_heralds_per_game,team_2_heralds_per_game,team_1_turrets_per_game,team_2_turrets_per_game,team_1_avg_time_per_loss,team_2_avg_time_per_loss,team_1_gold_diff_per_min,team_2_gold_diff_per_min,team_1_avg_assists_per_kill,team_2_avg_assists_per_kill,team_1_vision_score_per_minute,team_2_vision_score_per_minute,team_1_region_BRAZIL,team_1_region_CHINA,team_1_region_COMMONWEALTH OF INDEPENDENT STATES,team_1_region_EMEA,"team_1_region_HONG KONG, MACAU, TAIWAN",team_1_region_JAPAN,team_1_region_KOREA,team_1_region_LATIN AMERICA,team_1_region_LATIN AMERICA NORTH,team_1_region_LATIN AMERICA SOUTH,team_1_region_NORTH AMERICA,team_1_region_OCEANIA,team_1_region_VIETNAM,team_1_region_None,team_2_region_BRAZIL,team_2_region_CHINA,team_2_region_COMMONWEALTH OF INDEPENDENT STATES,team_2_region_EMEA,"team_2_region_HONG KONG, MACAU, TAIWAN",team_2_region_JAPAN,team_2_region_KOREA,team_2_region_LATIN AMERICA,team_2_region_LATIN AMERICA NORTH,team_2_region_LATIN AMERICA SOUTH,team_2_region_NORTH AMERICA,team_2_region_OCEANIA,team_2_region_VIETNAM,team_2_region_None
G2,GAM Esports,2.2,1.7,0.94,0.81,1688.4,676.67,0.82,0.72,30.2,30.27,2.5,2.3,0.56,0.43,0.77,0.59,1.26,0.81,8.27,7.17,30.87,29.02,252,160,2.3,2.3,7.8,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAD Lions,Team BDS,1.1,2,0.6,0.8,-529.2,-233.33,0.4,0.53,31.72,31,1.9,2.5,0.39,0.52,0.31,0.55,0.72,0.84,5.47,5.77,30.88,32.45,-104,9,2.1,2.4,8.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MAD Lions,Fnatic,1.1,1.6,0.6,0.83,-529.2,-117.6,0.4,0.6,31.72,31.2,1.9,2.2,0.39,0.54,0.31,0.47,0.72,0.83,5.47,6.12,30.88,29.08,-104,39,2.1,2.5,8.1,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MAD Lions,LNG Esports,1.1,2.4,0.6,0.82,-529.2,1000,0.4,0.64,31.72,30.55,1.9,2.2,0.39,0.66,0.31,0.48,0.72,1,5.47,6.77,30.88,31.23,-104,113,2.1,2.4,8.1,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAD Lions,Bilibili Gaming,1.1,1.9,0.6,0.82,-529.2,900,0.4,0.71,31.72,30.08,1.9,2.3,0.39,0.59,0.31,0.47,0.72,1,5.47,7.67,30.88,30.98,-104,186,2.1,2.4,8.1,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MAD Lions,GAM Esports,1.1,1.7,0.6,0.81,-529.2,676.67,0.4,0.72,31.72,30.27,1.9,2.3,0.39,0.43,0.31,0.59,0.72,0.81,5.47,7.17,30.88,29.02,-104,160,2.1,2.3,8.1,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Team BDS,Fnatic,2,1.6,0.8,0.83,-233.33,-117.6,0.53,0.6,31,31.2,2.5,2.2,0.52,0.54,0.55,0.47,0.84,0.83,5.77,6.12,32.45,29.08,9,39,2.4,2.5,8,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Team BDS,LNG Esports,2,2.4,0.8,0.82,-233.33,1000,0.53,0.64,31,30.55,2.5,2.2,0.52,0.66,0.55,0.48,0.84,1,5.77,6.77,32.45,31.23,9,113,2.4,2.4,8,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Team BDS,Bilibili Gaming,2,1.9,0.8,0.82,-233.33,900,0.53,0.71,31,30.08,2.5,2.3,0.52,0.59,0.55,0.47,0.84,1,5.77,7.67,32.45,30.98,9,186,2.4,2.4,8,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Team BDS,GAM Esports,2,1.7,0.8,0.81,-233.33,676.67,0.53,0.72,31,30.27,2.5,2.3,0.52,0.43,0.55,0.59,0.84,0.81,5.77,7.17,32.45,29.02,9,160,2.4,2.3,8,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fnatic,LNG Esports,1.6,2.4,0.83,0.82,-117.6,1000,0.6,0.64,31.2,30.55,2.2,2.2,0.54,0.66,0.47,0.48,0.83,1,6.12,6.77,29.08,31.23,39,113,2.5,2.4,7.5,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fnatic,Bilibili Gaming,1.6,1.9,0.83,0.82,-117.6,900,0.6,0.71,31.2,30.08,2.2,2.3,0.54,0.59,0.47,0.47,0.83,1,6.12,7.67,29.08,30.98,39,186,2.5,2.4,7.5,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fnatic,GAM Esports,1.6,1.7,0.83,0.81,-117.6,676.67,0.6,0.72,31.2,30.27,2.2,2.3,0.54,0.43,0.47,0.59,0.83,0.81,6.12,7.17,29.08,29.02,39,160,2.5,2.3,7.5,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LNG Esports,Bilibili Gaming,2.4,1.9,0.82,0.82,1000,900,0.64,0.71,30.55,30.08,2.2,2.3,0.66,0.59,0.48,0.47,1,1,6.77,7.67,31.23,30.98,113,186,2.4,2.4,8.5,8.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LNG Esports,GAM Esports,2.4,1.7,0.82,0.81,1000,676.67,0.64,0.72,30.55,30.27,2.2,2.3,0.66,0.43,0.48,0.59,1,0.81,6.77,7.17,31.23,29.02,113,160,2.4,2.3,8.5,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bilibili Gaming,GAM Esports,1.9,1.7,0.82,0.81,900,676.67,0.71,0.72,30.08,30.27,2.3,2.3,0.59,0.43,0.47,0.59,1,0.81,7.67,7.17,30.98,29.02,186,160,2.4,2.3,8.6,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
